,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Class,Corrupted
0,-4.44273956805964,3.509632766520741,-2.595045362497741,5.625753414979477,5.241518984437618,-3.391638233369378,-0.1611688846400694,-2.479898029254976,4.678951325492552,-0.09608707831347463,-4.193634101449051,-4.3499239131402385,1.3402388212820449,1.684746727718012,1.9710824435488632,-1.0873032233978135,3.4335497659498317,-1.322623253046432,4.709249465958969,0.8704098798859561,1.2923792610143694,1.0010190404630808,2.8281596620515477,3.314469178463092,-2.083215716097803,8,
1,-4.913700879760917,-3.4729222235475676,-0.7119683484369161,3.6052058673716703,-2.977909165305039,-2.479563861967754,1.661865967690284,5.808456714419124,3.522297616593295,-5.7404122284000065,-1.4714668159510345,-5.3528668292336254,3.8036231492119335,0.2342952647942932,0.40916057240754,-4.853348813476566,-5.763775641258795,-3.5591303704336283,5.7017024060303205,-6.776738705820403,4.7809780962480435,0.9580936513654659,-2.798584008872866,-1.3671300222321339,0.8873446530610798,9,
2,0.7451997673668427,2.064657542616549,1.6353795655706305,-2.5994923055822827,-5.820311338806793,-5.141749378177194,0.6268228576914892,-0.9019222512370138,3.4172273247817184,4.113865009496768,5.123534160524638,1.6178473425787239,1.8216724232151251,-1.262784270183836,5.960449333348303,2.910326733271842,2.11872036034731,4.756361963231611,1.3378340704058196,3.691215589575815,1.6523807471374912,-3.7408888924368404,-2.6538168343025212,-3.5507549511190692,-1.9344507996199074,1,
3,4.8123837261555495,2.806222394960804,2.9772267838574744,2.7442112620972168,-1.451425471520187,-2.697093882488649,-3.0913400701394114,-2.7700591617868766,4.466647470017732,0.37378317882605394,0.9792077394182164,1.4029758077682697,-4.086709939121444,2.3029281765669425,4.365220279293062,2.441082903858266,-1.4445469828680777,-0.9269586942668728,-4.329718221385004,-4.789820199812892,-1.093065653614499,4.016782302532421,-3.846428120808283,2.3378405848911203,3.8585258057018628,10,
4,1.6978037302731868,5.085750550592651,0.8367254000275919,3.251839458118715,4.368001536951462,-9.728468436225413,-2.2488610345222955,-11.255137258556633,-2.3834399243142155,-5.1250945654250355,0.7476001349446695,-2.4518225855331637,-10.185167815928944,0.15697745333330282,-1.6002064178437079,-0.6513945669510057,3.314177550893297,-1.341776985687316,-0.14265684547971347,-8.845062735111739,0.5799652519888542,-1.8167227155496533,-4.313180729046689,6.169537942832376,-9.832964156183445,8,
5,0.5609745243223325,0.13957175633823216,-1.0450151582436766,4.915635962984503,-3.0869998858585346,0.9961793200073201,-4.290032080525611,1.9214131667010306,2.331893788254085,1.3780537001251596,-6.781239748750778,-0.9433482425952642,1.1585077192586632,-0.8315554193689918,-8.139831737197657,-1.8649948349485368,4.362568489659344,-1.3929173074780206,-1.2952841313026289,-4.420722463663022,-2.5995090640218903,-1.2312924890703303,-4.4014090973601725,0.7430228085483606,0.5529993519081708,2,
6,-4.691302002399224,3.9957993899438575,0.35485957312028826,2.741633453833024,-0.18093234109257406,-0.715576271105774,3.415485036472405,-2.358831036205581,3.06828604023188,-1.4933927906758795,0.9717537747960519,-3.1872591996119857,3.288469484321715,3.885886139086093,4.299727702641543,-0.7305405016519295,-0.10714804946978301,1.1217082755702834,2.12308679126652,0.6721573904958973,-1.2966489953308438,2.297249277074692,5.127464747827062,-3.6980715846878747,-6.624428024975463,11,
7,4.370570074530664,-3.179628124841837,0.23989550490281497,-5.595913968751589,-5.042496538729139,3.4851513766770594,3.1604191843687235,-5.897442074712702,1.523450268568024,-4.475691125637855,-2.0711144424596633,-2.3042283853576366,5.883801678303321,-6.848694777610799,0.8645533721051235,1.2630781429067814,1.0560635642741627,-1.101443660567159,-0.2947440796817338,2.592927798491594,1.8503647433042867,5.124204189380764,-0.18742293462866666,1.8512221762563057,1.8031963149182593,1,1.0
8,1.56685153375302,-2.4545142982380117,0.869751850459665,-3.922133169578273,-4.9367746072924215,3.213870894681176,2.2157653405415996,0.5184494651753604,2.204715256816704,-4.676611297725486,-1.2689073314770194,-2.2758842990609747,6.761615534446322,-4.703613544552737,-1.513451395473221,5.264876320042083,0.41345591432608986,-2.468348177802683,1.7544806091294503,5.7847776103154045,2.938732457843653,6.44773124344419,0.600637415034515,1.9566065828783663,2.381706267473797,10,1.0
9,3.5156754618285904,-6.507695914297588,1.7067693247240627,-4.52440159484501,-5.8037181592811535,1.1029187629135002,2.087190879579531,-2.333767593437459,2.9074550644534027,-2.563091066347545,-1.8244379640417883,0.1383742790119764,0.7235012733627508,-4.134758866526535,0.49586584126760513,3.492373947984121,2.7004007192059163,-3.0149873649631025,4.945862404897469,3.103743793959729,2.1775509954541685,6.451755489454479,1.5953990157165323,2.41485900299371,0.6843256604796517,0,1.0
